name,time,uplink_message_decoded_payload_packetNum,lat,lng,Rssi
mqtt_consumer,1.65688E+18,16,-5.36442E-06,-1.07288E-05,-69
mqtt_consumer,1.65688E+18,17,-5.36442E-06,-1.07288E-05,-68
mqtt_consumer,1.65688E+18,18,-5.36442E-06,-1.07288E-05,-69
mqtt_consumer,1.65688E+18,19,-5.36442E-06,-1.07288E-05,-66
mqtt_consumer,1.65688E+18,20,-5.36442E-06,-1.07288E-05,-65
mqtt_consumer,1.65688E+18,2,-5.36442E-06,-1.07288E-05,-79
mqtt_consumer,1.65688E+18,3,-5.36442E-06,-1.07288E-05,-79
mqtt_consumer,1.65688E+18,9,-5.36442E-06,-1.07288E-05,-92
mqtt_consumer,1.65688E+18,10,-5.36442E-06,-1.07288E-05,-80
mqtt_consumer,1.65688E+18,11,-5.36442E-06,-1.07288E-05,-74
mqtt_consumer,1.65688E+18,12,-5.36442E-06,-1.07288E-05,-91
mqtt_consumer,1.65688E+18,13,-5.36442E-06,-1.07288E-05,-75
mqtt_consumer,1.65688E+18,14,-5.36442E-06,-1.07288E-05,-71
mqtt_consumer,1.65688E+18,15,-5.36442E-06,-1.07288E-05,-73
mqtt_consumer,1.65688E+18,16,-5.36442E-06,-1.07288E-05,-69
mqtt_consumer,1.65688E+18,17,-5.36442E-06,-1.07288E-05,-71
mqtt_consumer,1.65688E+18,18,-5.36442E-06,-1.07288E-05,-95
mqtt_consumer,1.65688E+18,19,-5.36442E-06,-1.07288E-05,-88
mqtt_consumer,1.65688E+18,20,-5.36442E-06,-1.07288E-05,-98
mqtt_consumer,1.65688E+18,23,-5.36442E-06,-1.07288E-05,-85
mqtt_consumer,1.65688E+18,24,-5.36442E-06,-1.07288E-05,-93
mqtt_consumer,1.65688E+18,25,-5.36442E-06,-1.07288E-05,-91
mqtt_consumer,1.65688E+18,26,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65688E+18,27,-5.36442E-06,-1.07288E-05,-92
mqtt_consumer,1.65688E+18,28,-5.36442E-06,-1.07288E-05,-88
mqtt_consumer,1.65688E+18,29,-5.36442E-06,-1.07288E-05,-87
mqtt_consumer,1.65688E+18,30,-5.36442E-06,-1.07288E-05,-78
mqtt_consumer,1.65688E+18,31,-5.36442E-06,-1.07288E-05,-75
mqtt_consumer,1.65688E+18,32,-5.36442E-06,-1.07288E-05,-84
mqtt_consumer,1.65688E+18,33,-5.36442E-06,-1.07288E-05,-81
mqtt_consumer,1.65688E+18,34,-5.36442E-06,-1.07288E-05,-76
mqtt_consumer,1.65688E+18,35,51.53970608,-0.012992621,-86
mqtt_consumer,1.65688E+18,36,51.53969535,-0.013035537,-80
mqtt_consumer,1.65688E+18,37,51.53969535,-0.013035537,-81
mqtt_consumer,1.65688E+18,38,51.54000649,-0.013142825,-84
mqtt_consumer,1.65688E+18,39,51.53994212,-0.01309991,-80
mqtt_consumer,1.65688E+18,0,-5.36442E-06,-1.07288E-05,-99
mqtt_consumer,1.65688E+18,3,-5.36442E-06,-1.07288E-05,-97
mqtt_consumer,1.65688E+18,21,51.54006014,-0.01318574,-103
mqtt_consumer,1.65688E+18,22,51.54004941,-0.013207198,-90
mqtt_consumer,1.65688E+18,26,51.54022107,-0.013335944,-89
mqtt_consumer,1.65688E+18,42,51.54043564,-0.013035537,-104
mqtt_consumer,1.65688E+18,44,51.54044637,-0.013035537,-103
mqtt_consumer,1.65688E+18,49,51.54041419,-0.013056994,-107
mqtt_consumer,1.65688E+18,55,51.53801093,-0.013421775,-111
mqtt_consumer,1.65688E+18,58,51.53801093,-0.013400317,-91
mqtt_consumer,1.65688E+18,59,51.53802166,-0.013378859,-94
mqtt_consumer,1.65688E+18,68,51.53789291,-0.013636351,-89
mqtt_consumer,1.65688E+18,79,51.53798947,-0.013507605,-90
mqtt_consumer,1.65688E+18,81,51.53784999,-0.014430285,-86
mqtt_consumer,1.65688E+18,83,51.53783927,-0.014473201,-107
mqtt_consumer,1.65688E+18,85,51.53779635,-0.014580489,-105
mqtt_consumer,1.65688E+18,88,51.53778562,-0.014687777,-93
mqtt_consumer,1.65688E+18,93,51.53777489,-0.014687777,-92
mqtt_consumer,1.65688E+18,109,51.53779635,-0.014816523,-95
mqtt_consumer,1.65688E+18,110,51.53780708,-0.014859439,-89
mqtt_consumer,1.65688E+18,113,51.53787145,-0.014880897,-95
mqtt_consumer,1.65688E+18,321,-30.81848149,-61.39090785,-104
mqtt_consumer,1.65694E+18,0,-5.36442E-06,-1.07288E-05,-102
mqtt_consumer,1.65694E+18,2,51.54015669,-0.013035537,-88
mqtt_consumer,1.65694E+18,5,51.53973827,-0.013078452,-99
mqtt_consumer,1.65694E+18,14,51.53890142,-0.013786555,-91
mqtt_consumer,1.65694E+18,19,51.53898725,-0.013593436,-85
mqtt_consumer,1.65694E+18,21,51.53764615,-0.013679267,-83
mqtt_consumer,1.65694E+18,22,51.53724918,-0.013443232,-105
mqtt_consumer,1.65694E+18,23,51.53723845,-0.013164283,-103
mqtt_consumer,1.65694E+18,24,51.53723845,-0.013164283,-104
mqtt_consumer,1.65694E+18,26,51.53616557,-0.012649298,-102
mqtt_consumer,1.65694E+18,27,51.53716335,-0.013421775,-78
mqtt_consumer,1.65694E+18,28,51.5380753,-0.013507605,-101
mqtt_consumer,1.65694E+18,29,51.53808603,-0.013507605,-85
mqtt_consumer,1.65694E+18,30,51.53806457,-0.013507605,-92
mqtt_consumer,1.65694E+18,37,51.5380002,-0.013872386,-97
mqtt_consumer,1.65694E+18,46,51.53784999,-0.014494658,-97
mqtt_consumer,1.65694E+18,48,51.53780708,-0.014516116,-95
mqtt_consumer,1.65694E+18,49,51.53767833,-0.015074016,-90
mqtt_consumer,1.65694E+18,50,51.53757105,-0.015589,-95
mqtt_consumer,1.65694E+18,54,51.53728137,-0.016275645,-108
mqtt_consumer,1.65694E+18,57,51.53824696,-0.012241603,-83
mqtt_consumer,1.65694E+18,60,51.53840789,-0.011383296,-89
mqtt_consumer,1.65694E+18,61,51.53832206,-0.010911227,-96
mqtt_consumer,1.65694E+18,62,51.53850445,-0.01033187,-91
mqtt_consumer,1.65694E+18,73,51.53889069,-0.009452105,-107
mqtt_consumer,1.65719E+18,0,-5.36442E-06,-1.07288E-05,-105
mqtt_consumer,1.65746E+18,0,-5.36442E-06,-1.07288E-05,-105
mqtt_consumer,1.65753E+18,0,-5.36442E-06,-1.07288E-05,-117
mqtt_consumer,1.65753E+18,0,-5.36442E-06,-1.07288E-05,-85
mqtt_consumer,1.65753E+18,1,-5.36442E-06,-1.07288E-05,-115
mqtt_consumer,1.65753E+18,2,-5.36442E-06,-1.07288E-05,-81
mqtt_consumer,1.65753E+18,0,-5.36442E-06,-1.07288E-05,-74
mqtt_consumer,1.65753E+18,1,-5.36442E-06,-1.07288E-05,-85
mqtt_consumer,1.65753E+18,2,-5.36442E-06,-1.07288E-05,-80
mqtt_consumer,1.65753E+18,4,-5.36442E-06,-1.07288E-05,-75
mqtt_consumer,1.65753E+18,5,-5.36442E-06,-1.07288E-05,-79
mqtt_consumer,1.65753E+18,6,-5.36442E-06,-1.07288E-05,-79
mqtt_consumer,1.65753E+18,7,-5.36442E-06,-1.07288E-05,-84
mqtt_consumer,1.65753E+18,0,-5.36442E-06,-1.07288E-05,-95
mqtt_consumer,1.65753E+18,2,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65753E+18,3,-5.36442E-06,-1.07288E-05,-92
mqtt_consumer,1.65753E+18,5,-5.36442E-06,-1.07288E-05,-96
mqtt_consumer,1.65753E+18,7,-5.36442E-06,-1.07288E-05,-113
mqtt_consumer,1.65753E+18,8,-5.36442E-06,-1.07288E-05,-77
mqtt_consumer,1.65753E+18,9,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65753E+18,10,-5.36442E-06,-1.07288E-05,-80
mqtt_consumer,1.65753E+18,0,-5.36442E-06,-1.07288E-05,-105
mqtt_consumer,1.65753E+18,0,-5.36442E-06,-1.07288E-05,-108
mqtt_consumer,1.65753E+18,2,-5.36442E-06,-1.07288E-05,-84
mqtt_consumer,1.65753E+18,5,-5.36442E-06,-1.07288E-05,-68
mqtt_consumer,1.65754E+18,6,-5.36442E-06,-1.07288E-05,-83
mqtt_consumer,1.65754E+18,7,-5.36442E-06,-1.07288E-05,-84
mqtt_consumer,1.65754E+18,9,-5.36442E-06,-1.07288E-05,-74
mqtt_consumer,1.65754E+18,0,-5.36442E-06,-1.07288E-05,-115
mqtt_consumer,1.65754E+18,1,-5.36442E-06,-1.07288E-05,-89
mqtt_consumer,1.65755E+18,0,-5.36442E-06,-1.07288E-05,-115
mqtt_consumer,1.65755E+18,1,-5.36442E-06,-1.07288E-05,-83
mqtt_consumer,1.65755E+18,2,-5.36442E-06,-1.07288E-05,-114
mqtt_consumer,1.65755E+18,3,-5.36442E-06,-1.07288E-05,-86
mqtt_consumer,1.65755E+18,7,-5.36442E-06,-1.07288E-05,-88
mqtt_consumer,1.65755E+18,0,-5.36442E-06,-1.07288E-05,-114
mqtt_consumer,1.65755E+18,2,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,3,-5.36442E-06,-1.07288E-05,-97
mqtt_consumer,1.65755E+18,4,-5.36442E-06,-1.07288E-05,-114
mqtt_consumer,1.65755E+18,5,-5.36442E-06,-1.07288E-05,-91
mqtt_consumer,1.65755E+18,7,-5.36442E-06,-1.07288E-05,-93
mqtt_consumer,1.65755E+18,9,-5.36442E-06,-1.07288E-05,-109
mqtt_consumer,1.65755E+18,10,-5.36442E-06,-1.07288E-05,-88
mqtt_consumer,1.65755E+18,11,-5.36442E-06,-1.07288E-05,-109
mqtt_consumer,1.65755E+18,12,-5.36442E-06,-1.07288E-05,-115
mqtt_consumer,1.65755E+18,13,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65755E+18,16,-5.36442E-06,-1.07288E-05,-89
mqtt_consumer,1.65755E+18,17,-5.36442E-06,-1.07288E-05,-89
mqtt_consumer,1.65755E+18,19,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65755E+18,20,-5.36442E-06,-1.07288E-05,-108
mqtt_consumer,1.65755E+18,21,-5.36442E-06,-1.07288E-05,-91
mqtt_consumer,1.65755E+18,23,-5.36442E-06,-1.07288E-05,-84
mqtt_consumer,1.65755E+18,24,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,25,-5.36442E-06,-1.07288E-05,-88
mqtt_consumer,1.65755E+18,26,-5.36442E-06,-1.07288E-05,-88
mqtt_consumer,1.65755E+18,28,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65755E+18,31,-5.36442E-06,-1.07288E-05,-115
mqtt_consumer,1.65755E+18,32,-5.36442E-06,-1.07288E-05,-84
mqtt_consumer,1.65755E+18,34,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,36,-5.36442E-06,-1.07288E-05,-87
mqtt_consumer,1.65755E+18,38,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65755E+18,40,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,41,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,42,-5.36442E-06,-1.07288E-05,-99
mqtt_consumer,1.65755E+18,45,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,47,-5.36442E-06,-1.07288E-05,-87
mqtt_consumer,1.65755E+18,50,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,52,-5.36442E-06,-1.07288E-05,-109
mqtt_consumer,1.65755E+18,55,-5.36442E-06,-1.07288E-05,-87
mqtt_consumer,1.65755E+18,57,-5.36442E-06,-1.07288E-05,-113
mqtt_consumer,1.65755E+18,58,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,60,-5.36442E-06,-1.07288E-05,-87
mqtt_consumer,1.65755E+18,61,-5.36442E-06,-1.07288E-05,-91
mqtt_consumer,1.65755E+18,64,-5.36442E-06,-1.07288E-05,-113
mqtt_consumer,1.65755E+18,65,-5.36442E-06,-1.07288E-05,-87
mqtt_consumer,1.65755E+18,67,-5.36442E-06,-1.07288E-05,-79
mqtt_consumer,1.65755E+18,68,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65755E+18,71,-5.36442E-06,-1.07288E-05,-95
mqtt_consumer,1.65755E+18,72,-5.36442E-06,-1.07288E-05,-91
mqtt_consumer,1.65755E+18,73,-5.36442E-06,-1.07288E-05,-88
mqtt_consumer,1.65755E+18,74,-5.36442E-06,-1.07288E-05,-92
mqtt_consumer,1.65755E+18,0,-5.36442E-06,-1.07288E-05,-105
mqtt_consumer,1.65755E+18,2,-5.36442E-06,-1.07288E-05,-109
mqtt_consumer,1.65755E+18,0,-5.36442E-06,-1.07288E-05,-112
mqtt_consumer,1.65755E+18,1,-5.36442E-06,-1.07288E-05,-97
mqtt_consumer,1.65755E+18,3,-5.36442E-06,-1.07288E-05,-103
mqtt_consumer,1.65755E+18,19,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,21,-5.36442E-06,-1.07288E-05,-114
mqtt_consumer,1.65755E+18,23,-5.36442E-06,-1.07288E-05,-105
mqtt_consumer,1.65755E+18,25,-5.36442E-06,-1.07288E-05,-78
mqtt_consumer,1.65755E+18,27,-5.36442E-06,-1.07288E-05,-79
mqtt_consumer,1.65755E+18,28,-5.36442E-06,-1.07288E-05,-105
mqtt_consumer,1.65755E+18,32,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65755E+18,50,-5.36442E-06,-1.07288E-05,-93
mqtt_consumer,1.65755E+18,51,-5.36442E-06,-1.07288E-05,-112
mqtt_consumer,1.65755E+18,52,-5.36442E-06,-1.07288E-05,-112
mqtt_consumer,1.65755E+18,54,-5.36442E-06,-1.07288E-05,-109
mqtt_consumer,1.65755E+18,56,-5.36442E-06,-1.07288E-05,-107
mqtt_consumer,1.65755E+18,59,-5.36442E-06,-1.07288E-05,-78
mqtt_consumer,1.65755E+18,61,-5.36442E-06,-1.07288E-05,-111
mqtt_consumer,1.65755E+18,63,-5.36442E-06,-1.07288E-05,-112
mqtt_consumer,1.65755E+18,67,-5.36442E-06,-1.07288E-05,-108
mqtt_consumer,1.65755E+18,75,-5.36442E-06,-1.07288E-05,-81
mqtt_consumer,1.65755E+18,80,-5.36442E-06,-1.07288E-05,-112
mqtt_consumer,1.65755E+18,86,-5.36442E-06,-1.07288E-05,-97
mqtt_consumer,1.65755E+18,89,-5.36442E-06,-1.07288E-05,-84
mqtt_consumer,1.65755E+18,93,-5.36442E-06,-1.07288E-05,-106
mqtt_consumer,1.65755E+18,95,-5.36442E-06,-1.07288E-05,-113
mqtt_consumer,1.65764E+18,0,-5.36442E-06,-1.07288E-05,-115
mqtt_consumer,1.65764E+18,1,-5.36442E-06,-1.07288E-05,-72
mqtt_consumer,1.65764E+18,2,-5.36442E-06,-1.07288E-05,-103
mqtt_consumer,1.65764E+18,3,-5.36442E-06,-1.07288E-05,-91
mqtt_consumer,1.65764E+18,6,-5.36442E-06,-1.07288E-05,-112
mqtt_consumer,1.65764E+18,10,-5.36442E-06,-1.07288E-05,-114
mqtt_consumer,1.65764E+18,12,-5.36442E-06,-1.07288E-05,-89
mqtt_consumer,1.65764E+18,15,-5.36442E-06,-1.07288E-05,-87
mqtt_consumer,1.65764E+18,18,-5.36442E-06,-1.07288E-05,-113
mqtt_consumer,1.65764E+18,20,-5.36442E-06,-1.07288E-05,-118
mqtt_consumer,1.65764E+18,21,-5.36442E-06,-1.07288E-05,-90
mqtt_consumer,1.65764E+18,23,-5.36442E-06,-1.07288E-05,-87
mqtt_consumer,1.65764E+18,0,-5.36442E-06,-1.07288E-05,-100
mqtt_consumer,1.65764E+18,0,-5.36442E-06,-1.07288E-05,-112
mqtt_consumer,1.65764E+18,3,-5.36442E-06,-1.07288E-05,-107
mqtt_consumer,1.65764E+18,4,-5.36442E-06,-1.07288E-05,-84
mqtt_consumer,1.65764E+18,6,-5.36442E-06,-1.07288E-05,-110
mqtt_consumer,1.65764E+18,10,-5.36442E-06,-1.07288E-05,-80
mqtt_consumer,1.65764E+18,14,-5.36442E-06,-1.07288E-05,-112
mqtt_consumer,1.65764E+18,17,-5.36442E-06,-1.07288E-05,-106
mqtt_consumer,1.65764E+18,20,51.52181038,-0.135902174,-105
mqtt_consumer,1.65764E+18,0,-5.36442E-06,-1.07288E-05,-108
mqtt_consumer,1.65764E+18,1,-5.36442E-06,-1.07288E-05,-114
mqtt_consumer,1.65764E+18,2,-5.36442E-06,-1.07288E-05,-89
mqtt_consumer,1.65764E+18,3,-5.36442E-06,-1.07288E-05,-106
mqtt_consumer,1.65764E+18,4,51.52152071,-0.135687598,-83
mqtt_consumer,1.65764E+18,6,51.52152071,-0.13566614,-111
mqtt_consumer,1.65764E+18,8,51.52149925,-0.135687598,-89
mqtt_consumer,1.65781E+18,0,-5.36442E-06,-1.07288E-05,-100
mqtt_consumer,1.65781E+18,1,-5.36442E-06,-1.07288E-05,-83
mqtt_consumer,1.65781E+18,2,-5.36442E-06,-1.07288E-05,-113
mqtt_consumer,1.65781E+18,12,-5.36442E-06,-1.07288E-05,-109
mqtt_consumer,1.65781E+18,18,-5.36442E-06,-1.07288E-05,-102
mqtt_consumer,1.65781E+18,19,51.5218533,-0.136073836,-90
mqtt_consumer,1.65781E+18,20,51.52181038,-0.136052378,-112
mqtt_consumer,1.65781E+18,21,51.52158508,-0.135988005,-107
mqtt_consumer,1.65781E+18,23,51.52158508,-0.135988005,-106
mqtt_consumer,1.65781E+18,24,51.52158508,-0.135988005,-107
mqtt_consumer,1.65782E+18,25,51.54423365,-0.008271933,-104
mqtt_consumer,1.65782E+18,26,51.54302129,-0.008958579,-102
mqtt_consumer,1.65782E+18,27,51.54262433,-0.009752513,-81
mqtt_consumer,1.65782E+18,29,51.54175529,-0.010589362,-68
mqtt_consumer,1.65782E+18,31,51.54169092,-0.010460616,-83
mqtt_consumer,1.65782E+18,33,51.54139051,-0.00968814,-83
mqtt_consumer,1.65782E+18,35,51.54095063,-0.010868312,-74
mqtt_consumer,1.65782E+18,36,51.54091844,-0.011082888,-75
mqtt_consumer,1.65782E+18,37,51.54070387,-0.011533499,-75
mqtt_consumer,1.65782E+18,38,51.54051075,-0.012305976,-77
mqtt_consumer,1.65782E+18,40,51.54011378,-0.013121367,-74
mqtt_consumer,1.65782E+18,42,51.54021034,-0.013421775,-86
mqtt_consumer,1.65782E+18,44,51.53970608,-0.013550521,-73
mqtt_consumer,1.65782E+18,46,51.53944859,-0.013078452,-81
mqtt_consumer,1.65782E+18,48,51.53949151,-0.012499095,-76
mqtt_consumer,1.65782E+18,49,51.53905162,-0.012091399,-69
mqtt_consumer,1.65782E+18,50,51.53886923,-0.012799502,-73
mqtt_consumer,1.65782E+18,52,51.53889069,-0.012949706,-78
mqtt_consumer,1.65782E+18,53,51.53893361,-0.013507605,-73
mqtt_consumer,1.65782E+18,55,51.53806457,-0.014172793,-81
mqtt_consumer,1.65782E+18,57,51.53714189,-0.013700724,-93
mqtt_consumer,1.65782E+18,59,51.53712043,-0.013679267,-84
mqtt_consumer,1.65782E+18,60,51.53604755,-0.012627841,-81
mqtt_consumer,1.65782E+18,62,51.53609047,-0.012563468,-88
mqtt_consumer,1.65782E+18,63,51.53646597,-0.012949706,-78
mqtt_consumer,1.65782E+18,64,51.53651962,-0.013078452,-77
mqtt_consumer,1.65782E+18,65,51.53656253,-0.013121367,-75
mqtt_consumer,1.65782E+18,66,51.53697023,-0.013421775,-74
mqtt_consumer,1.65782E+18,67,51.5375925,-0.013679267,-87
mqtt_consumer,1.65782E+18,69,51.53802166,-0.013335944,-75
mqtt_consumer,1.65782E+18,71,51.53805384,-0.012928248,-71
mqtt_consumer,1.65782E+18,72,51.53825769,-0.01189828,-65
mqtt_consumer,1.65782E+18,75,51.53709898,-0.010246039,-81
mqtt_consumer,1.65782E+18,77,51.53704533,-0.010203124,-96
mqtt_consumer,1.65782E+18,78,51.53716335,-0.010310412,-88
mqtt_consumer,1.65782E+18,80,51.53794655,-0.011061431,-77
mqtt_consumer,1.65782E+18,82,51.53866539,-0.01134038,-69
mqtt_consumer,1.65782E+18,84,51.53887996,-0.011640788,-81
mqtt_consumer,1.65782E+18,86,51.53929839,-0.011683703,-74
mqtt_consumer,1.65782E+18,88,51.53933057,-0.011683703,-73
mqtt_consumer,1.65782E+18,89,51.54029617,-0.01161933,-65
mqtt_consumer,1.65782E+18,91,51.53986702,-0.011147261,-63
mqtt_consumer,1.65782E+18,93,51.53910527,-0.010524989,-68
mqtt_consumer,1.65782E+18,95,51.53871903,-0.010074378,-77
mqtt_consumer,1.65782E+18,99,51.53874049,-0.008894206,-81
mqtt_consumer,1.65782E+18,101,51.53984556,-0.008400679,-77
mqtt_consumer,1.65782E+18,103,51.53944859,-0.009022952,-77
mqtt_consumer,1.65782E+18,105,51.53958807,-0.009087325,-71
mqtt_consumer,1.65782E+18,107,51.53936276,-0.009816886,-77
mqtt_consumer,1.65782E+18,109,51.53949151,-0.010288954,-67
mqtt_consumer,1.65782E+18,111,51.53990993,-0.011211634,-69
mqtt_consumer,1.65782E+18,113,51.54114375,-0.009344817,-89
mqtt_consumer,1.65782E+18,115,51.54034981,-0.009237528,-80
mqtt_consumer,1.65782E+18,119,51.54290328,-0.011597872,-90
mqtt_consumer,1.65782E+18,121,51.54257068,-0.012284518,-96
mqtt_consumer,1.65782E+18,123,51.54214153,-0.011962653,-83
mqtt_consumer,1.65782E+18,125,51.5419055,-0.0109756,-83
mqtt_consumer,1.65783E+18,127,51.5408648,-0.013593436,-95
mqtt_consumer,1.65783E+18,129,51.54099354,-0.014451743,-83
mqtt_consumer,1.65783E+18,131,51.54163727,-0.014795066,-86
mqtt_consumer,1.65783E+18,133,51.54204497,-0.01567483,-92
mqtt_consumer,1.65783E+18,135,51.54203424,-0.016211272,-90
mqtt_consumer,1.65783E+18,138,51.54128322,-0.01623273,-89
mqtt_consumer,1.65783E+18,140,51.54111156,-0.016812087,-90
